Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_39750876	אז מותר לתת גם למפלגה אחרת לנמק	אז מותר לתת גם למפלגה אחרת לנמק.	אז מותר לתת גם למפלגה אחרת לנמק	אז מותר לתת גם למפלגה אחרת לנמק	אז->אז | מותר->מותר | לתת->לתת | גם->גם | למפלגה->למפלגה | אחרת->אחרת | לנמק->לנמק	0.0000
common_voice_he_39750877	אבל היות שהיו שינויים בסדר-היום הם היו חייבים לעזוב	אבל היות שהיו שינויים בסדר היום הם היו חייבים לעזוב.	אבל היות שהיו שינויים בסדר היום הם היו חייבים לעזוב	אבל היות שהיו שינויים בסדר היום הם היו חייבים לעזוב	אבל->אבל | היות->היות | שהיו->שהיו | שינויים->שינויים | בסדר->בסדר | היום->היום | הם->הם | היו->היו | חייבים->חייבים | לעזוב->לעזוב	0.0000
common_voice_he_39750878	וזאת היתה למעשה ראשית השימוש בנעליים	וזאת הייתה למעשה ראשית השימוש בנעליים.	וזאת היתה למעשה ראשית השימוש בנעליים	וזאת היתה למעשה ראשית השימוש בנעליים	וזאת->וזאת | היתה->היתה | למעשה->למעשה | ראשית->ראשית | השימוש->השימוש | בנעליים->בנעליים	0.0000
common_voice_he_39750933	הרבה פעמים דובר על הנושא הזה	הרבה פעמים דובר על הנושא הזה.	הרבה פעמים דובר על הנושא הזה	הרבה פעמים דובר על הנושא הזה	הרבה->הרבה | פעמים->פעמים | דובר->דובר | על->על | הנושא->הנושא | הזה->הזה	0.0000
common_voice_he_39750937	זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות	זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות.	זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות	זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות	זה->זה | בעצם->בעצם | מהווה->מהווה | תמריץ->תמריץ | שלילי->שלילי | לחייל->לחייל | המילואים->המילואים | להתייצב->להתייצב | לשירות->לשירות	0.0000
common_voice_he_38883685	בְּיוֹם בָּהִיר יָפֶה יָצָאנוּ לְטִיּוּל	ביום בהיר יפה יצאנו לטיול.	ביום בהיר יפה יצאנו לטיול	ביום בהיר יפה יצאנו לטיול	ביום->ביום | בהיר->בהיר | יפה->יפה | יצאנו->יצאנו | לטיול->לטיול	0.0000
common_voice_he_38883686	כֹּל הַבְּרִיאִים מְהַלְּכִים כְּמוֹ קְפִיצִים מִתְמַתְּחִים וּמִתְכַּוְּצִים מִכְּאֵבֵי שְׁרִירִים.	כל הבריאים מהלכים כמו קפיצים, מתמתחים ומתכווצים מכאבי שרירים.	כל הבריאים מהלכים כמו קפיצים מתמתחים ומתכוצים מכאבי שרירים	כל הבריאים מהלכים כמו קפיצים מתמתחים ומתכווצים מכאבי שרירים	כל->כל | הבריאים->הבריאים | מהלכים->מהלכים | כמו->כמו | קפיצים->קפיצים | מתמתחים->מתמתחים | ומתכוצים->ומתכווצים | מכאבי->מכאבי | שרירים->שרירים	0.1111
common_voice_he_38883687	עָשָׁן הֵחֵל לְהַחֲנִיקֵנוּ.	עשן החל להחניקנו.	עשן החל להחניקנו	עשן החל להחניקנו	עשן->עשן | החל->החל | להחניקנו->להחניקנו	0.0000
common_voice_he_38883688	כבר אפשר לראות שלא מדובר בתוכנית כלכלית	כבר אפשר לראות שלא מדובר בתוכנית כלכלית.	כבר אפשר לראות שלא מדובר בתוכנית כלכלית	כבר אפשר לראות שלא מדובר בתוכנית כלכלית	כבר->כבר | אפשר->אפשר | לראות->לראות | שלא->שלא | מדובר->מדובר | בתוכנית->בתוכנית | כלכלית->כלכלית	0.0000
common_voice_he_38883689	הוא הרועה שלי.	הוא הרועה שלי.	הוא הרועה שלי	הוא הרועה שלי	הוא->הוא | הרועה->הרועה | שלי->שלי	0.0000
common_voice_he_40972199	במפלגתי זה גרוע, בקדימה זה גרוע	במפלגתי זה גרוע, בקדימה זה גרוע.	במפלגתי זה גרוע בקדימה זה גרוע	במפלגתי זה גרוע בקדימה זה גרוע	במפלגתי->במפלגתי | זה->זה | גרוע->גרוע | בקדימה->בקדימה | זה->זה | גרוע->גרוע	0.0000
common_voice_he_40972200	הוא יגיד: אני נפגע תאונת דרכים	הוא יגיד, אני נפגע תאונת דרכים.	הוא יגיד אני נפגע תאונת דרכים	הוא יגיד אני נפגע תאונת דרכים	הוא->הוא | יגיד->יגיד | אני->אני | נפגע->נפגע | תאונת->תאונת | דרכים->דרכים	0.0000
common_voice_he_40972201	"""""""הוא אומר: """"בתוכנית הזאת החלטנו בצורה ברורה שלא לפגוע בשכבות שנמצאות במצב הקשה ביותר"""""""	הוא אומר בתוכנית הזאת החלטנו בצורה ברורה שלא לפגוע בשכבות שנמצאות במצב הקשה ביותר.	הוא אומר בתוכנית הזאת החלטנו בצורה ברורה שלא לפגוע בשכבות שנמצאות במצב הקשה ביותר	הוא אומר בתוכנית הזאת החלטנו בצורה ברורה שלא לפגוע בשכבות שנמצאות במצב הקשה ביותר	הוא->הוא | אומר->אומר | בתוכנית->בתוכנית | הזאת->הזאת | החלטנו->החלטנו | בצורה->בצורה | ברורה->ברורה | שלא->שלא | לפגוע->לפגוע | בשכבות->בשכבות | שנמצאות->שנמצאות | במצב->במצב | הקשה->הקשה | ביותר->ביותר	0.0000
common_voice_he_40972202	שישולם לטובת הקרן לשיקום ים-המלח	שישולם לטובת הקרן לשיקום ים המלח.	שישולם לטובת הקרן לשיקום ים המלח	שישולם לטובת הקרן לשיקום ים המלח	שישולם->שישולם | לטובת->לטובת | הקרן->הקרן | לשיקום->לשיקום | ים->ים | המלח->המלח	0.0000
common_voice_he_40972203	אני חייב לומר לך: אני לא שייך למנזר השתקנים	אני חייב לומר לך, אני לא שייך למנזר השתקנים.	אני חייב לומר לך אני לא שייך למנזר השתקנים	אני חייב לומר לך אני לא שייך למנזר השתקנים	אני->אני | חייב->חייב | לומר->לומר | לך->לך | אני->אני | לא->לא | שייך->שייך | למנזר->למנזר | השתקנים->השתקנים	0.0000
common_voice_he_41617129	בריאת העולם היתה בזכות מידת החסד: עולם חסד ייבנה	בריאת העולם הייתה בזכות מידת החסד עולם חסד ייבנה.	בריאת העולם היתה בזכות מידת החסד עולם חסד ייבנה	בריאת העולם היתה בזכות מידת החסד עולם חסד ייבנה	בריאת->בריאת | העולם->העולם | היתה->היתה | בזכות->בזכות | מידת->מידת | החסד->החסד | עולם->עולם | חסד->חסד | ייבנה->ייבנה	0.0000
common_voice_he_41617130	במכללות הציבוריות יותר משבעים אחוזים מהמרצים הם מרצים מן החוץ	במכללות הציבוריות יותר מ-70% מהמרצים הם מרצים מן החוץ.	במכללות הציבוריות יותר 70% מהמרצים הם מרצים מן החוץ	במכללות הציבוריות יותר מ 70% מהמרצים הם מרצים מן החוץ	במכללות->במכללות | הציבוריות->הציבוריות | יותר->יותר | <eps>->מ | 70%->70% | מהמרצים->מהמרצים | הם->הם | מרצים->מרצים | מן->מן | החוץ->החוץ	0.1111
common_voice_he_41617131	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית?	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית	ובמקומות->ובמקומות | שבהם->שבהם | הוא->הוא | הפסיק->הפסיק | וציטט->וציטט | בצורה->בצורה | סלקטיבית->סלקטיבית	0.0000
common_voice_he_41617133	והעוזרים לידו, דורית ואג, סיגל קוגוט	והעוזרים לידו דורית ואג סיגל קוגוט.	והעוזרים לידו דורית ואג סיגל קוגוט	והעוזרים לידו דורית ואג סיגל קוגוט	והעוזרים->והעוזרים | לידו->לידו | דורית->דורית | ואג->ואג | סיגל->סיגל | קוגוט->קוגוט	0.0000
common_voice_he_41617137	זה אפשר לתקן כי זה לא מעשי שמים	זה אפשר לתקן, כי זה לא מעשי שמיים.	זה אפשר לתקן כי זה לא מעשי שמים	זה אפשר לתקן כי זה לא מעשי שמיים	זה->זה | אפשר->אפשר | לתקן->לתקן | כי->כי | זה->זה | לא->לא | מעשי->מעשי | שמים->שמיים	0.1250
common_voice_he_40137979	מה היא ההתחשבות בעמדת קרובי המשפחה	מהי ההתחשבות בעמדת קרובי המשפחה?	מה היא ההתחשבות בעמדת קרובי המשפחה	מהי ההתחשבות בעמדת קרובי המשפחה	מה-><eps> | היא->מהי | ההתחשבות->ההתחשבות | בעמדת->בעמדת | קרובי->קרובי | המשפחה->המשפחה	0.3333
common_voice_he_40137980	אנו מקווים שהתוכנית תקרום בקרוב עור וגידים	אנו מקווים שהתוכנית תקרום בקרוב אור וגידים.	אנו מקווים שהתוכנית תקרום בקרוב עור וגידים	אנו מקווים שהתוכנית תקרום בקרוב אור וגידים	אנו->אנו | מקווים->מקווים | שהתוכנית->שהתוכנית | תקרום->תקרום | בקרוב->בקרוב | עור->אור | וגידים->וגידים	0.1429
common_voice_he_40137981	יש הרבה מותגים של מכוניות בארץ. הונדה וסיטראון למשל	יש הרבה מותגים של מכוניות בארץ – הונדה וסיטואן למשל.	יש הרבה מותגים של מכוניות בארץ הונדה וסיטראון למשל	יש הרבה מותגים של מכוניות בארץ הונדה וסיטואן למשל	יש->יש | הרבה->הרבה | מותגים->מותגים | של->של | מכוניות->מכוניות | בארץ->בארץ | הונדה->הונדה | וסיטראון->וסיטואן | למשל->למשל	0.1111
common_voice_he_40137982	לא הפרו אמונים ולא קיבלו שוחד	לא הפרו אמונים ולא קיבלו שוחד.	לא הפרו אמונים ולא קיבלו שוחד	לא הפרו אמונים ולא קיבלו שוחד	לא->לא | הפרו->הפרו | אמונים->אמונים | ולא->ולא | קיבלו->קיבלו | שוחד->שוחד	0.0000
