Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_38094981	הַמּוֹרִים לוֹקְחִים כִּרְכָּרוֹת וְנוֹסְעִים לִקְרָאתָם.	המורים לוקחים קרקעות ונוסעים לקראתם.	המורים לוקחים כרכרות ונוסעים לקראתם	המורים לוקחים קרקעות ונוסעים לקראתם	המורים->המורים | לוקחים->לוקחים | כרכרות->קרקעות | ונוסעים->ונוסעים | לקראתם->לקראתם	0.2000
common_voice_he_39750876	אז מותר לתת גם למפלגה אחרת לנמק	אז מותר לתת גם למפלגה אחרת לנמק.	אז מותר לתת גם למפלגה אחרת לנמק	אז מותר לתת גם למפלגה אחרת לנמק	אז->אז | מותר->מותר | לתת->לתת | גם->גם | למפלגה->למפלגה | אחרת->אחרת | לנמק->לנמק	0.0000
common_voice_he_39750877	אבל היות שהיו שינויים בסדר-היום הם היו חייבים לעזוב	אבל היות שהיו שינויים בסדר היום הם היו חייבים לעזוב.	אבל היות שהיו שינויים בסדר היום הם היו חייבים לעזוב	אבל היות שהיו שינויים בסדר היום הם היו חייבים לעזוב	אבל->אבל | היות->היות | שהיו->שהיו | שינויים->שינויים | בסדר->בסדר | היום->היום | הם->הם | היו->היו | חייבים->חייבים | לעזוב->לעזוב	0.0000
common_voice_he_39750878	וזאת היתה למעשה ראשית השימוש בנעליים	וזאת הייתה למעשה ראשית השימוש בנעליים.	וזאת הייתה למעשה ראשית השימוש בנעליים	וזאת הייתה למעשה ראשית השימוש בנעליים	וזאת->וזאת | הייתה->הייתה | למעשה->למעשה | ראשית->ראשית | השימוש->השימוש | בנעליים->בנעליים	0.0000
common_voice_he_39750933	הרבה פעמים דובר על הנושא הזה	הרבה פעמים דובר על הנושא הזה.	הרבה פעמים דובר על הנושא הזה	הרבה פעמים דובר על הנושא הזה	הרבה->הרבה | פעמים->פעמים | דובר->דובר | על->על | הנושא->הנושא | הזה->הזה	0.0000
common_voice_he_39750937	זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות	זה בעצם מהווה תמריץ שלילי לחייל מילואים להתייצב לשירות.	זה בעצם מהווה תמריץ שלילי לחייל המילואים להתייצב לשירות	זה בעצם מהווה תמריץ שלילי לחייל מילואים להתייצב לשירות	זה->זה | בעצם->בעצם | מהווה->מהווה | תמריץ->תמריץ | שלילי->שלילי | לחייל->לחייל | המילואים->מילואים | להתייצב->להתייצב | לשירות->לשירות	0.1111
common_voice_he_38883685	בְּיוֹם בָּהִיר יָפֶה יָצָאנוּ לְטִיּוּל	ביום בהיר יפה יצאנו לקריאות	ביום בהיר יפה יצאנו לטיול	ביום בהיר יפה יצאנו לקריאות	ביום->ביום | בהיר->בהיר | יפה->יפה | יצאנו->יצאנו | לטיול->לקריאות	0.2000
common_voice_he_38883686	כֹּל הַבְּרִיאִים מְהַלְּכִים כְּמוֹ קְפִיצִים מִתְמַתְּחִים וּמִתְכַּוְּצִים מִכְּאֵבֵי שְׁרִירִים.	‫כל הגרועים מאלפים כמו תפצים, ‫מתחילים מתפצים ותרבות לדם.	כל הבריאים מהלכים כמו קפיצים מתמתחים ומתכווצים מכאבי שרירים	‫כל הגרועים מאלפים כמו תפצים ‫מתחילים מתפצים ותרבות לדם	כל->‫כל | הבריאים->הגרועים | מהלכים->מאלפים | כמו->כמו | קפיצים->תפצים | מתמתחים->‫מתחילים | ומתכווצים->מתפצים | מכאבי->ותרבות | שרירים->לדם	0.8889
common_voice_he_38883687	עָשָׁן הֵחֵל לְהַחֲנִיקֵנוּ.	עשן החל להחליקנו	עשן החל להחניקנו	עשן החל להחליקנו	עשן->עשן | החל->החל | להחניקנו->להחליקנו	0.3333
common_voice_he_38883688	כבר אפשר לראות שלא מדובר בתוכנית כלכלית	כבר אפשר לראות שלא מדובר בתוכנית כלכלית.	כבר אפשר לראות שלא מדובר בתוכנית כלכלית	כבר אפשר לראות שלא מדובר בתוכנית כלכלית	כבר->כבר | אפשר->אפשר | לראות->לראות | שלא->שלא | מדובר->מדובר | בתוכנית->בתוכנית | כלכלית->כלכלית	0.0000
common_voice_he_38883689	הוא הרועה שלי.	הוא הרועה שלך	הוא הרועה שלי	הוא הרועה שלך	הוא->הוא | הרועה->הרועה | שלי->שלך	0.3333
common_voice_he_40972199	במפלגתי זה גרוע, בקדימה זה גרוע	במפלגתי זה גרוע, וקדימה זה גרוע.	במפלגתי זה גרוע בקדימה זה גרוע	במפלגתי זה גרוע וקדימה זה גרוע	במפלגתי->במפלגתי | זה->זה | גרוע->גרוע | בקדימה->וקדימה | זה->זה | גרוע->גרוע	0.1667
common_voice_he_40972200	הוא יגיד: אני נפגע תאונת דרכים	הוא יגיד, אני נפגע תאונת דרכים.	הוא יגיד אני נפגע תאונת דרכים	הוא יגיד אני נפגע תאונת דרכים	הוא->הוא | יגיד->יגיד | אני->אני | נפגע->נפגע | תאונת->תאונת | דרכים->דרכים	0.0000
common_voice_he_40972201	"""הוא אומר: ""בתוכנית הזאת החלטנו בצורה ברורה שלא לפגוע בשכבות שנמצאות במצב הקשה ביותר"""	הוא אומר, בתוכנית הזאת החלטנו בצורה ברורה שלא נפגוע בשכבות שנמצאות בצד המשך העניין.	הוא אומר בתוכנית הזאת החלטנו בצורה ברורה שלא לפגוע בשכבות שנמצאות במצב הקשה ביותר	הוא אומר בתוכנית הזאת החלטנו בצורה ברורה שלא נפגוע בשכבות שנמצאות בצד המשך העניין	הוא->הוא | אומר->אומר | בתוכנית->בתוכנית | הזאת->הזאת | החלטנו->החלטנו | בצורה->בצורה | ברורה->ברורה | שלא->שלא | לפגוע->נפגוע | בשכבות->בשכבות | שנמצאות->שנמצאות | במצב->בצד | הקשה->המשך | ביותר->העניין	0.2857
common_voice_he_40972202	שישולם לטובת הקרן לשיקום ים-המלח	שישולם לטובת הקרן לשיקום ים המלח.	שישולם לטובת הקרן לשיקום ים המלח	שישולם לטובת הקרן לשיקום ים המלח	שישולם->שישולם | לטובת->לטובת | הקרן->הקרן | לשיקום->לשיקום | ים->ים | המלח->המלח	0.0000
common_voice_he_40972203	אני חייב לומר לך: אני לא שייך למנזר השתקנים	אני חייב לומר לך, אני לא שייך למנגר השטחים.	אני חייב לומר לך אני לא שייך למנזר השתקנים	אני חייב לומר לך אני לא שייך למנגר השטחים	אני->אני | חייב->חייב | לומר->לומר | לך->לך | אני->אני | לא->לא | שייך->שייך | למנזר->למנגר | השתקנים->השטחים	0.2222
common_voice_he_41617129	בריאת העולם היתה בזכות מידת החסד: עולם חסד ייבנה	בריאת העולם הייתה בזכות מידת החסד עולם חסד ייבנה.	בריאת העולם הייתה בזכות מידת החסד עולם חסד ייבנה	בריאת העולם הייתה בזכות מידת החסד עולם חסד ייבנה	בריאת->בריאת | העולם->העולם | הייתה->הייתה | בזכות->בזכות | מידת->מידת | החסד->החסד | עולם->עולם | חסד->חסד | ייבנה->ייבנה	0.0000
common_voice_he_41617130	במכללות הציבוריות יותר משבעים אחוזים מהמרצים הם מרצים מן החוץ	במכללות הציבוריות יותר מ-70% מהמרצים הם מרצים מן החוץ.	במכללות הציבוריות יותר מ70% מהמרצים הם מרצים מן החוץ	במכללות הציבוריות יותרמ 70% מהמרצים הם מרצים מן החוץ	במכללות->במכללות | הציבוריות->הציבוריות | יותר->יותרמ | מ70%->70% | מהמרצים->מהמרצים | הם->הם | מרצים->מרצים | מן->מן | החוץ->החוץ	0.2222
common_voice_he_41617131	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית,	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית	ובמקומות שבהם הוא הפסיק וציטט בצורה סלקטיבית	ובמקומות->ובמקומות | שבהם->שבהם | הוא->הוא | הפסיק->הפסיק | וציטט->וציטט | בצורה->בצורה | סלקטיבית->סלקטיבית	0.0000
common_voice_he_41617133	והעוזרים לידו, דורית ואג, סיגל קוגוט	ועוזרים לידו דורית ואג סיגל קוגוט.	והעוזרים לידו דורית ואג סיגל קוגוט	ועוזרים לידו דורית ואג סיגל קוגוט	והעוזרים->ועוזרים | לידו->לידו | דורית->דורית | ואג->ואג | סיגל->סיגל | קוגוט->קוגוט	0.1667
common_voice_he_41617137	זה אפשר לתקן כי זה לא מעשי שמים	זה אפשר לתקן, כי זה לא מעשי שמיים.	זה אפשר לתקן כי זה לא מעשי שמים	זה אפשר לתקן כי זה לא מעשי שמיים	זה->זה | אפשר->אפשר | לתקן->לתקן | כי->כי | זה->זה | לא->לא | מעשי->מעשי | שמים->שמיים	0.1250
common_voice_he_40137979	מה היא ההתחשבות בעמדת קרובי המשפחה	על התחשבית בעמדת תאורי המשפחה	מה היא ההתחשבות בעמדת קרובי המשפחה	על התחשבית בעמדת תאורי המשפחה	מה-><eps> | היא->על | ההתחשבות->התחשבית | בעמדת->בעמדת | קרובי->תאורי | המשפחה->המשפחה	0.6667
common_voice_he_40137980	אנו מקווים שהתוכנית תקרום בקרוב עור וגידים	אנו מקווים שהתוכנית תקרום בקרוב אור וגדים.	אנו מקווים שהתוכנית תקרום בקרוב עור וגידים	אנו מקווים שהתוכנית תקרום בקרוב אור וגדים	אנו->אנו | מקווים->מקווים | שהתוכנית->שהתוכנית | תקרום->תקרום | בקרוב->בקרוב | עור->אור | וגידים->וגדים	0.2857
common_voice_he_40137981	יש הרבה מותגים של מכוניות בארץ. הונדה וסיטראון למשל	יש הרבה מותגים של מותגים בארץ,	יש הרבה מותגים של מכוניות בארץ הונדה וסיטראון למשל	יש הרבה מותגים של מותגים בארץ	יש->יש | הרבה->הרבה | מותגים->מותגים | של->של | מכוניות->מותגים | בארץ->בארץ | הונדה-><eps> | וסיטראון-><eps> | למשל-><eps>	0.4444
common_voice_he_40137982	לא הפרו אמונים ולא קיבלו שוחד	לא הפרו אמונים ולא קיבלו שוחד.	לא הפרו אמונים ולא קיבלו שוחד	לא הפרו אמונים ולא קיבלו שוחד	לא->לא | הפרו->הפרו | אמונים->אמונים | ולא->ולא | קיבלו->קיבלו | שוחד->שוחד	0.0000
